fiscal_year,rd_expense,fiscal_period,filed,cik,source
2016.0,147900000,FY,2017-02-27,882835,xbrl
2015.0,164200000,FY,2016-02-26,882835,xbrl
2016.0,164200000,FY,2017-02-27,882835,xbrl
2017.0,164200000,FY,2018-02-23,882835,xbrl
2016.0,195400000,FY,2017-02-27,882835,xbrl
2017.0,195400000,FY,2018-02-23,882835,xbrl
2018.0,195400000,FY,2019-02-25,882835,xbrl
2017.0,281100000,FY,2018-02-23,882835,xbrl
2018.0,281100000,FY,2019-02-25,882835,xbrl
2019.0,281100000,FY,2020-02-28,882835,xbrl
2018.0,316800000,FY,2019-02-25,882835,xbrl
2019.0,316800000,FY,2020-02-28,882835,xbrl
2020.0,376900000,FY,2021-02-22,882835,xbrl
2019.0,339100000,FY,2020-02-28,882835,xbrl
2020.0,403500000,FY,2021-02-22,882835,xbrl
2021.0,379700000,FY,2022-02-22,882835,xbrl
2020.0,446100000,FY,2021-02-22,882835,xbrl
2021.0,423600000,FY,2022-02-22,882835,xbrl
2022.0,382400000,FY,2023-02-27,882835,xbrl
2021.0,528400000,FY,2022-02-22,882835,xbrl
2022.0,484800000,FY,2023-02-27,882835,xbrl
2023.0,484800000,FY,2024-02-22,882835,xbrl
2022.0,529800000,FY,2023-02-27,882835,xbrl
2023.0,529800000,FY,2024-02-22,882835,xbrl
2023.0,646100000,FY,2024-02-22,882835,xbrl
2013.0,62014000,FY,2014-03-31,1327811,xbrl
2013.0,20786000,Q1,2013-06-05,1327811,xbrl
2013.0,44338000,Q2,2013-09-06,1327811,xbrl
2013.0,23552000,Q2,2013-09-06,1327811,xbrl
2013.0,72413000,Q3,2013-12-02,1327811,xbrl
2013.0,28075000,Q3,2013-12-02,1327811,xbrl
2013.0,102665000,FY,2014-03-31,1327811,xbrl
2014.0,102665000,FY,2015-03-25,1327811,xbrl
2013.0,36282000,Q1,2013-06-05,1327811,xbrl
2014.0,36282000,Q1,2014-06-06,1327811,xbrl
2013.0,77450000,Q2,2013-09-06,1327811,xbrl
2014.0,77450000,Q2,2014-09-02,1327811,xbrl
2013.0,41168000,Q2,2013-09-06,1327811,xbrl
2014.0,41168000,Q2,2014-09-02,1327811,xbrl
2013.0,126799000,Q3,2013-12-02,1327811,xbrl
2014.0,126799000,Q3,2014-12-05,1327811,xbrl
2013.0,49349000,Q3,2013-12-02,1327811,xbrl
2014.0,49349000,Q3,2014-12-05,1327811,xbrl
2013.0,182116000,FY,2014-03-31,1327811,xbrl
2014.0,182116000,FY,2015-03-25,1327811,xbrl
2015.0,182116000,FY,2016-03-22,1327811,xbrl
2014.0,65171000,Q1,2014-06-06,1327811,xbrl
2015.0,65171000,Q1,2015-06-05,1327811,xbrl
2014.0,142635000,Q2,2014-09-02,1327811,xbrl
2015.0,142635000,Q2,2015-09-04,1327811,xbrl
2014.0,77464000,Q2,2014-09-02,1327811,xbrl
2015.0,77464000,Q2,2015-09-04,1327811,xbrl
2014.0,227905000,Q3,2014-12-05,1327811,xbrl
2015.0,227905000,Q3,2015-12-04,1327811,xbrl
2014.0,85270000,Q3,2014-12-05,1327811,xbrl
2015.0,85270000,Q3,2015-12-04,1327811,xbrl
2014.0,316868000,FY,2015-03-25,1327811,xbrl
2015.0,316868000,FY,2016-03-22,1327811,xbrl
2016.0,316868000,FY,2017-03-20,1327811,xbrl
2015.0,99335000,Q1,2015-06-05,1327811,xbrl
2016.0,99335000,Q1,2016-06-01,1327811,xbrl
2015.0,214680000,Q2,2015-09-04,1327811,xbrl
2016.0,214680000,Q2,2016-09-02,1327811,xbrl
2015.0,115345000,Q2,2015-09-04,1327811,xbrl
2016.0,115345000,Q2,2016-09-02,1327811,xbrl
2015.0,338700000,Q3,2015-12-04,1327811,xbrl
2016.0,338700000,Q3,2016-12-02,1327811,xbrl
2015.0,124020000,Q3,2015-12-04,1327811,xbrl
2016.0,124020000,Q3,2016-12-02,1327811,xbrl
2015.0,469944000,FY,2016-03-22,1327811,xbrl
2016.0,469944000,FY,2017-03-20,1327811,xbrl
2017.0,469944000,FY,2018-03-14,1327811,xbrl
2016.0,141778000,Q1,2016-06-01,1327811,xbrl
2017.0,141778000,Q1,2017-06-02,1327811,xbrl
2016.0,303664000,Q2,2016-09-02,1327811,xbrl
2017.0,303664000,Q2,2017-08-31,1327811,xbrl
2016.0,161886000,Q2,2016-09-02,1327811,xbrl
2017.0,161886000,Q2,2017-08-31,1327811,xbrl
2016.0,488975000,Q3,2016-12-02,1327811,xbrl
2017.0,488975000,Q3,2017-11-30,1327811,xbrl
2016.0,185311000,Q3,2016-12-02,1327811,xbrl
2017.0,185311000,Q3,2017-11-30,1327811,xbrl
2016.0,680531000,FY,2017-03-20,1327811,xbrl
2017.0,680531000,FY,2018-03-14,1327811,xbrl
2018.0,680531000,FY,2019-03-18,1327811,xbrl
2017.0,196439000,Q1,2017-06-02,1327811,xbrl
2018.0,196439000,Q1,2018-06-01,1327811,xbrl
2017.0,417542000,Q2,2017-08-31,1327811,xbrl
2018.0,417542000,Q2,2018-09-05,1327811,xbrl
2017.0,221103000,Q2,2017-08-31,1327811,xbrl
2018.0,221103000,Q2,2018-09-05,1327811,xbrl
2017.0,657130000,Q3,2017-11-30,1327811,xbrl
2019.0,657130000,Q3,2018-12-03,1327811,xbrl
2017.0,239588000,Q3,2017-11-30,1327811,xbrl
2019.0,239588000,Q3,2018-12-03,1327811,xbrl
2017.0,910584000,FY,2018-03-14,1327811,xbrl
2018.0,910584000,FY,2019-03-18,1327811,xbrl
2019.0,910584000,FY,2020-03-03,1327811,xbrl
2018.0,263584000,Q1,2018-06-01,1327811,xbrl
2020.0,263584000,Q1,2019-05-30,1327811,xbrl
2018.0,556424000,Q2,2018-09-05,1327811,xbrl
2020.0,556424000,Q2,2019-08-30,1327811,xbrl
2018.0,292840000,Q2,2018-09-05,1327811,xbrl
2020.0,292840000,Q2,2019-08-30,1327811,xbrl
2019.0,874427000,Q3,2018-12-03,1327811,xbrl
2020.0,874427000,Q3,2019-12-04,1327811,xbrl
2019.0,318003000,Q3,2018-12-03,1327811,xbrl
2020.0,318003000,Q3,2019-12-04,1327811,xbrl
2018.0,1211832000,FY,2019-03-18,1327811,xbrl
2019.0,1211832000,FY,2020-03-03,1327811,xbrl
2020.0,1211832000,FY,2021-03-02,1327811,xbrl
2020.0,347831000,Q1,2019-05-30,1327811,xbrl
2021.0,347831000,Q1,2020-05-28,1327811,xbrl
2020.0,725953000,Q2,2019-08-30,1327811,xbrl
2021.0,725953000,Q2,2020-08-28,1327811,xbrl
2020.0,378122000,Q2,2019-08-30,1327811,xbrl
2021.0,378122000,Q2,2020-08-28,1327811,xbrl
2020.0,1127695000,Q3,2019-12-04,1327811,xbrl
2021.0,1127695000,Q3,2020-11-20,1327811,xbrl
2020.0,401742000,Q3,2019-12-04,1327811,xbrl
2021.0,401742000,Q3,2020-11-20,1327811,xbrl
2019.0,1549906000,FY,2020-03-03,1327811,xbrl
2020.0,1549906000,FY,2021-03-02,1327811,xbrl
2022.0,1549906000,FY,2022-02-28,1327811,xbrl
2021.0,443484000,Q1,2020-05-28,1327811,xbrl
2022.0,443484000,Q1,2021-05-26,1327811,xbrl
2021.0,862165000,Q2,2020-08-28,1327811,xbrl
2022.0,862165000,Q2,2021-08-26,1327811,xbrl
2021.0,418681000,Q2,2020-08-28,1327811,xbrl
2022.0,418681000,Q2,2021-08-26,1327811,xbrl
2021.0,1282127000,Q3,2020-11-20,1327811,xbrl
2022.0,1282127000,Q3,2021-11-18,1327811,xbrl
2021.0,419962000,Q3,2020-11-20,1327811,xbrl
2022.0,419962000,Q3,2021-11-18,1327811,xbrl
2020.0,1721222000,FY,2021-03-02,1327811,xbrl
2022.0,1721222000,FY,2022-02-28,1327811,xbrl
2023.0,1721222000,FY,2023-02-27,1327811,xbrl
2022.0,441616000,Q1,2021-05-26,1327811,xbrl
2023.0,441616000,Q1,2022-05-26,1327811,xbrl
2022.0,885867000,Q2,2021-08-26,1327811,xbrl
2023.0,885867000,Q2,2022-08-25,1327811,xbrl
2022.0,444251000,Q2,2021-08-26,1327811,xbrl
2023.0,444251000,Q2,2022-08-25,1327811,xbrl
2022.0,1341482000,Q3,2021-11-18,1327811,xbrl
2023.0,1341482000,Q3,2022-11-29,1327811,xbrl
2022.0,455615000,Q3,2021-11-18,1327811,xbrl
2023.0,455615000,Q3,2022-11-29,1327811,xbrl
2022.0,1879220000,FY,2022-02-28,1327811,xbrl
2023.0,1879220000,FY,2023-02-27,1327811,xbrl
2023.0,541509000,Q1,2022-05-26,1327811,xbrl
2023.0,1089344000,Q2,2022-08-25,1327811,xbrl
2023.0,547835000,Q2,2022-08-25,1327811,xbrl
2023.0,1655071000,Q3,2022-11-29,1327811,xbrl
2023.0,565727000,Q3,2022-11-29,1327811,xbrl
2023.0,2270660000,FY,2023-02-27,1327811,xbrl
2019.0,58887000,FY,2020-03-23,1535527,xbrl
2020.0,17615000,Q1,2019-07-19,1535527,xbrl
2020.0,36578000,Q2,2019-09-06,1535527,xbrl
2020.0,18963000,Q2,2019-09-06,1535527,xbrl
2020.0,62546000,Q3,2019-12-06,1535527,xbrl
2020.0,25968000,Q3,2019-12-06,1535527,xbrl
2019.0,84551000,FY,2020-03-23,1535527,xbrl
2020.0,84551000,FY,2021-03-18,1535527,xbrl
2020.0,23875000,Q1,2019-07-19,1535527,xbrl
2020.0,23875000,Q1,2020-06-03,1535527,xbrl
2020.0,55505000,Q2,2019-09-06,1535527,xbrl
2020.0,55505000,Q2,2020-09-03,1535527,xbrl
2020.0,31630000,Q2,2019-09-06,1535527,xbrl
2020.0,31630000,Q2,2020-09-03,1535527,xbrl
2020.0,91497000,Q3,2019-12-06,1535527,xbrl
2020.0,91497000,Q3,2020-12-03,1535527,xbrl
2020.0,35992000,Q3,2019-12-06,1535527,xbrl
2020.0,35992000,Q3,2020-12-03,1535527,xbrl
2019.0,130188000,FY,2020-03-23,1535527,xbrl
2020.0,130188000,FY,2021-03-18,1535527,xbrl
2022.0,130188000,FY,2022-03-16,1535527,xbrl
2020.0,40578000,Q1,2020-06-03,1535527,xbrl
2021.0,40578000,Q1,2021-06-04,1535527,xbrl
2020.0,91061000,Q2,2020-09-03,1535527,xbrl
2021.0,91061000,Q2,2021-09-01,1535527,xbrl
2020.0,50483000,Q2,2020-09-03,1535527,xbrl
2021.0,50483000,Q2,2021-09-01,1535527,xbrl
2020.0,148600000,Q3,2020-12-03,1535527,xbrl
2021.0,148600000,Q3,2021-12-02,1535527,xbrl
2020.0,57539000,Q3,2020-12-03,1535527,xbrl
2021.0,57539000,Q3,2021-12-02,1535527,xbrl
2020.0,214670000,FY,2021-03-18,1535527,xbrl
2022.0,214670000,FY,2022-03-16,1535527,xbrl
2022.0,214670000,FY,2023-03-09,1535527,xbrl
2021.0,78180000,Q1,2021-06-04,1535527,xbrl
2023.0,78180000,Q1,2022-06-03,1535527,xbrl
2021.0,168635000,Q2,2021-09-01,1535527,xbrl
2023.0,168635000,Q2,2022-08-31,1535527,xbrl
2021.0,90455000,Q2,2021-09-01,1535527,xbrl
2023.0,90455000,Q2,2022-08-31,1535527,xbrl
2021.0,266265000,Q3,2021-12-02,1535527,xbrl
2023.0,266265000,Q3,2022-11-30,1535527,xbrl
2021.0,97630000,Q3,2021-12-02,1535527,xbrl
2023.0,97630000,Q3,2022-11-30,1535527,xbrl
2022.0,371283000,FY,2022-03-16,1535527,xbrl
2022.0,371283000,FY,2023-03-09,1535527,xbrl
2023.0,371283000,FY,2024-03-07,1535527,xbrl
2023.0,123399000,Q1,2022-06-03,1535527,xbrl
2023.0,261263000,Q2,2022-08-31,1535527,xbrl
2023.0,137864000,Q2,2022-08-31,1535527,xbrl
2023.0,416519000,Q3,2022-11-30,1535527,xbrl
2023.0,155256000,Q3,2022-11-30,1535527,xbrl
2022.0,608364000,FY,2023-03-09,1535527,xbrl
2023.0,608364000,FY,2024-03-07,1535527,xbrl
2023.0,768497000,FY,2024-03-07,1535527,xbrl
2020.0,285451000,FY,2021-02-26,1321655,xbrl
2020.0,229728000,Q3,2020-11-13,1321655,xbrl
2020.0,75880000,Q3,2020-11-13,1321655,xbrl
2020.0,305563000,FY,2021-02-26,1321655,xbrl
2021.0,305563000,FY,2022-02-24,1321655,xbrl
2021.0,65800000,Q1,2021-05-12,1321655,xbrl
2021.0,152615000,Q2,2021-08-12,1321655,xbrl
2021.0,86815000,Q2,2021-08-12,1321655,xbrl
2020.0,466530000,Q3,2020-11-13,1321655,xbrl
2021.0,466530000,Q3,2021-11-09,1321655,xbrl
2020.0,313915000,Q3,2020-11-13,1321655,xbrl
2021.0,313915000,Q3,2021-11-09,1321655,xbrl
2020.0,560660000,FY,2021-02-26,1321655,xbrl
2021.0,560660000,FY,2022-02-24,1321655,xbrl
2022.0,560660000,FY,2023-02-21,1321655,xbrl
2021.0,98471000,Q1,2021-05-12,1321655,xbrl
2022.0,98471000,Q1,2022-05-09,1321655,xbrl
2021.0,208995000,Q2,2021-08-12,1321655,xbrl
2022.0,208995000,Q2,2022-08-08,1321655,xbrl
2021.0,110524000,Q2,2021-08-12,1321655,xbrl
2022.0,110524000,Q2,2022-08-08,1321655,xbrl
2021.0,303311000,Q3,2021-11-09,1321655,xbrl
2022.0,303311000,Q3,2022-11-07,1321655,xbrl
2021.0,94316000,Q3,2021-11-09,1321655,xbrl
2022.0,94316000,Q3,2022-11-07,1321655,xbrl
2021.0,387487000,FY,2022-02-24,1321655,xbrl
2022.0,387487000,FY,2023-02-21,1321655,xbrl
2023.0,387487000,FY,2024-02-20,1321655,xbrl
2022.0,88601000,Q1,2022-05-09,1321655,xbrl
2023.0,88601000,Q1,2023-05-09,1321655,xbrl
2022.0,176772000,Q2,2022-08-08,1321655,xbrl
2023.0,176772000,Q2,2023-08-08,1321655,xbrl
2022.0,88171000,Q2,2022-08-08,1321655,xbrl
2023.0,88171000,Q2,2023-08-08,1321655,xbrl
2022.0,277635000,Q3,2022-11-07,1321655,xbrl
2023.0,277635000,Q3,2023-11-03,1321655,xbrl
2022.0,100863000,Q3,2022-11-07,1321655,xbrl
2023.0,100863000,Q3,2023-11-03,1321655,xbrl
2022.0,359679000,FY,2023-02-21,1321655,xbrl
2023.0,359679000,FY,2024-02-20,1321655,xbrl
2023.0,90100000,Q1,2023-05-09,1321655,xbrl
2023.0,189633000,Q2,2023-08-08,1321655,xbrl
2023.0,99533000,Q2,2023-08-08,1321655,xbrl
2023.0,295341000,Q3,2023-11-03,1321655,xbrl
2023.0,105708000,Q3,2023-11-03,1321655,xbrl
2023.0,404624000,FY,2024-02-20,1321655,xbrl
2022.0,1080391000,FY,2022-03-10,1835632,xbrl
2022.0,279584000,Q1,2021-06-09,1835632,xbrl
2022.0,556723000,Q2,2021-08-27,1835632,xbrl
2022.0,277139000,Q2,2021-08-27,1835632,xbrl
2022.0,812360000,Q3,2021-12-03,1835632,xbrl
2022.0,255637000,Q3,2021-12-03,1835632,xbrl
2022.0,1072740000,FY,2022-03-10,1835632,xbrl
2023.0,1072700000,FY,2023-03-09,1835632,xbrl
2022.0,286100000,Q1,2021-06-09,1835632,xbrl
2023.0,286100000,Q1,2022-05-27,1835632,xbrl
2022.0,653143000,Q2,2021-08-27,1835632,xbrl
2023.0,653100000,Q2,2022-08-26,1835632,xbrl
2022.0,367043000,Q2,2021-08-27,1835632,xbrl
2023.0,367000000,Q2,2022-08-26,1835632,xbrl
2022.0,1025037000,Q3,2021-12-03,1835632,xbrl
2023.0,1025000000,Q3,2022-12-02,1835632,xbrl
2022.0,371894000,Q3,2021-12-03,1835632,xbrl
2023.0,371900000,Q3,2022-12-02,1835632,xbrl
2022.0,1424306000,FY,2022-03-10,1835632,xbrl
2023.0,1424200000,FY,2023-03-09,1835632,xbrl
2023.0,444100000,Q1,2022-05-27,1835632,xbrl
2023.0,893100000,Q2,2022-08-26,1835632,xbrl
2023.0,449000000,Q2,2022-08-26,1835632,xbrl
2023.0,1341200000,Q3,2022-12-02,1835632,xbrl
2023.0,448100000,Q3,2022-12-02,1835632,xbrl
2023.0,1784300000,FY,2023-03-09,1835632,xbrl
2013.0,566500000,FY,2014-03-10,769397,xbrl
2013.0,152700000,Q1,2013-06-05,769397,xbrl
2013.0,297600000,Q2,2013-09-03,769397,xbrl
2013.0,144900000,Q2,2013-09-03,769397,xbrl
2013.0,450600000,Q3,2013-12-06,769397,xbrl
2013.0,153000000,Q3,2013-12-06,769397,xbrl
2013.0,600000000,FY,2014-03-10,769397,xbrl
2014.0,600000000,FY,2015-03-18,769397,xbrl
2013.0,150800000,Q1,2013-06-05,769397,xbrl
2014.0,150800000,Q1,2014-06-03,769397,xbrl
2013.0,299700000,Q2,2013-09-03,769397,xbrl
2014.0,299700000,Q2,2014-09-02,769397,xbrl
2013.0,148900000,Q2,2013-09-03,769397,xbrl
2014.0,148900000,Q2,2014-09-02,769397,xbrl
2013.0,448700000,Q3,2013-12-06,769397,xbrl
2014.0,448700000,Q3,2014-12-05,769397,xbrl
2013.0,149000000,Q3,2013-12-06,769397,xbrl
2014.0,149000000,Q3,2014-12-05,769397,xbrl
2013.0,611100000,FY,2014-03-10,769397,xbrl
2014.0,611100000,FY,2015-03-18,769397,xbrl
2015.0,611100000,FY,2016-03-23,769397,xbrl
2014.0,170500000,Q1,2014-06-03,769397,xbrl
2015.0,170500000,Q1,2015-05-28,769397,xbrl
2014.0,349800000,Q2,2014-09-02,769397,xbrl
2015.0,349800000,Q2,2015-08-31,769397,xbrl
2014.0,179300000,Q2,2014-09-02,769397,xbrl
2015.0,179300000,Q2,2015-08-31,769397,xbrl
2014.0,533700000,Q3,2014-12-05,769397,xbrl
2015.0,533700000,Q3,2015-12-09,769397,xbrl
2014.0,183900000,Q3,2014-12-05,769397,xbrl
2015.0,183900000,Q3,2015-12-09,769397,xbrl
2014.0,725200000,FY,2015-03-18,769397,xbrl
2015.0,725200000,FY,2016-03-23,769397,xbrl
2016.0,725200000,FY,2017-03-21,769397,xbrl
2015.0,194500000,Q1,2015-05-28,769397,xbrl
2016.0,194500000,Q1,2016-06-06,769397,xbrl
2015.0,387600000,Q2,2015-08-31,769397,xbrl
2016.0,387600000,Q2,2016-08-30,769397,xbrl
2015.0,193100000,Q2,2015-08-31,769397,xbrl
2016.0,193100000,Q2,2016-08-30,769397,xbrl
2015.0,585500000,Q3,2015-12-09,769397,xbrl
2016.0,585500000,Q3,2016-12-01,769397,xbrl
2015.0,197900000,Q3,2015-12-09,769397,xbrl
2016.0,197900000,Q3,2016-12-01,769397,xbrl
2015.0,790000000,FY,2016-03-23,769397,xbrl
2016.0,790000000,FY,2017-03-21,769397,xbrl
2017.0,790000000,FY,2018-03-22,769397,xbrl
2016.0,195500000,Q1,2016-06-06,769397,xbrl
2016.0,193500000,Q2,2016-08-30,769397,xbrl
2016.0,193500000,Q3,2016-12-01,769397,xbrl
2017.0,193500000,Q1,2017-05-31,769397,xbrl
2016.0,386500000,Q2,2016-08-30,769397,xbrl
2017.0,386500000,Q2,2017-08-31,769397,xbrl
2016.0,193000000,Q2,2016-08-30,769397,xbrl
2017.0,193000000,Q2,2017-08-31,769397,xbrl
2016.0,579100000,Q3,2016-12-01,769397,xbrl
2017.0,579100000,Q3,2017-12-05,769397,xbrl
2016.0,192600000,Q3,2016-12-01,769397,xbrl
2017.0,192600000,Q3,2017-12-05,769397,xbrl
2016.0,766100000,FY,2017-03-21,769397,xbrl
2017.0,766100000,FY,2018-03-22,769397,xbrl
2018.0,766100000,FY,2019-03-25,769397,xbrl
2017.0,187700000,Q1,2017-05-31,769397,xbrl
2018.0,187700000,Q1,2018-06-08,769397,xbrl
2017.0,381500000,Q2,2017-08-31,769397,xbrl
2018.0,381500000,Q2,2018-08-30,769397,xbrl
2017.0,193800000,Q2,2017-08-31,769397,xbrl
2018.0,193800000,Q2,2018-08-30,769397,xbrl
2017.0,573300000,Q3,2017-12-05,769397,xbrl
2019.0,573300000,Q3,2018-12-06,769397,xbrl
2017.0,191800000,Q3,2017-12-05,769397,xbrl
2019.0,191800000,Q3,2018-12-06,769397,xbrl
2017.0,755500000,FY,2018-03-22,769397,xbrl
2018.0,755500000,FY,2019-03-25,769397,xbrl
2019.0,755500000,FY,2020-03-19,769397,xbrl
2018.0,172800000,Q1,2018-06-08,769397,xbrl
2020.0,172800000,Q1,2019-06-04,769397,xbrl
2018.0,353600000,Q2,2018-08-30,769397,xbrl
2020.0,353600000,Q2,2019-09-04,769397,xbrl
2018.0,180800000,Q2,2018-08-30,769397,xbrl
2020.0,180800000,Q2,2019-09-04,769397,xbrl
2019.0,534600000,Q3,2018-12-06,769397,xbrl
2020.0,534600000,Q3,2019-12-05,769397,xbrl
2019.0,181000000,Q3,2018-12-06,769397,xbrl
2020.0,181000000,Q3,2019-12-05,769397,xbrl
2018.0,725000000,FY,2019-03-25,769397,xbrl
2019.0,725000000,FY,2020-03-19,769397,xbrl
2020.0,725000000,FY,2021-03-19,769397,xbrl
2020.0,205600000,Q1,2019-06-04,769397,xbrl
2021.0,205600000,Q1,2020-06-02,769397,xbrl
2020.0,421000000,Q2,2019-09-04,769397,xbrl
2021.0,421000000,Q2,2020-09-02,769397,xbrl
2020.0,215400000,Q2,2019-09-04,769397,xbrl
2021.0,215400000,Q2,2020-09-02,769397,xbrl
2020.0,634000000,Q3,2019-12-05,769397,xbrl
2021.0,634000000,Q3,2020-12-04,769397,xbrl
2020.0,213000000,Q3,2019-12-05,769397,xbrl
2021.0,213000000,Q3,2020-12-04,769397,xbrl
2019.0,851100000,FY,2020-03-19,769397,xbrl
2020.0,851100000,FY,2021-03-19,769397,xbrl
2022.0,851100000,FY,2022-03-14,769397,xbrl
2021.0,217400000,Q1,2020-06-02,769397,xbrl
2022.0,217400000,Q1,2021-06-03,769397,xbrl
2021.0,449900000,Q2,2020-09-02,769397,xbrl
2022.0,449900000,Q2,2021-09-01,769397,xbrl
2021.0,232500000,Q2,2020-09-02,769397,xbrl
2022.0,232500000,Q2,2021-09-01,769397,xbrl
2021.0,682900000,Q3,2020-12-04,769397,xbrl
2022.0,682900000,Q3,2021-12-03,769397,xbrl
2021.0,233000000,Q3,2020-12-04,769397,xbrl
2022.0,233000000,Q3,2021-12-03,769397,xbrl
2020.0,932500000,FY,2021-03-19,769397,xbrl
2022.0,932500000,FY,2022-03-14,769397,xbrl
2023.0,932000000,FY,2023-03-14,769397,xbrl
2022.0,265500000,Q1,2021-06-03,769397,xbrl
2023.0,266000000,Q1,2022-06-02,769397,xbrl
2022.0,542400000,Q2,2021-09-01,769397,xbrl
2023.0,543000000,Q2,2022-08-31,769397,xbrl
2022.0,276900000,Q2,2021-09-01,769397,xbrl
2023.0,277000000,Q2,2022-08-31,769397,xbrl
2022.0,824500000,Q3,2021-12-03,769397,xbrl
2023.0,825000000,Q3,2022-12-06,769397,xbrl
2022.0,282100000,Q3,2021-12-03,769397,xbrl
2023.0,282000000,Q3,2022-12-06,769397,xbrl
2022.0,1114800000,FY,2022-03-14,769397,xbrl
2023.0,1115000000,FY,2023-03-14,769397,xbrl
2023.0,289000000,Q1,2022-06-02,769397,xbrl
2023.0,595000000,Q2,2022-08-31,769397,xbrl
2023.0,306000000,Q2,2022-08-31,769397,xbrl
2023.0,906000000,Q3,2022-12-06,769397,xbrl
2023.0,311000000,Q3,2022-12-06,769397,xbrl
2023.0,1219000000,FY,2023-03-14,769397,xbrl
2013.0,593000000,FY,2013-11-15,1385157,xbrl
2013.0,595000000,FY,2013-11-15,1385157,xbrl
2014.0,595000000,FY,2014-11-12,1385157,xbrl
2013.0,576000000,FY,2013-11-15,1385157,xbrl
2014.0,576000000,FY,2014-11-12,1385157,xbrl
2015.0,494000000,FY,2015-11-10,1385157,xbrl
2014.0,572000000,FY,2014-11-12,1385157,xbrl
2015.0,484000000,FY,2015-11-10,1385157,xbrl
2016.0,484000000,FY,2016-11-15,1385157,xbrl
2015.0,540000000,FY,2015-11-10,1385157,xbrl
2016.0,540000000,FY,2016-11-15,1385157,xbrl
2017.0,540000000,FY,2017-11-14,1385157,xbrl
2016.0,566000000,FY,2016-11-15,1385157,xbrl
2017.0,566000000,FY,2017-11-14,1385157,xbrl
2018.0,525000000,FY,2018-11-13,1385157,xbrl
2017.0,595000000,FY,2017-11-14,1385157,xbrl
2018.0,548000000,FY,2018-11-13,1385157,xbrl
2019.0,548000000,FY,2019-11-12,1385157,xbrl
2018.0,606000000,FY,2018-11-13,1385157,xbrl
2019.0,606000000,FY,2019-11-12,1385157,xbrl
2020.0,606000000,FY,2020-11-10,1385157,xbrl
2019.0,572000000,FY,2019-11-12,1385157,xbrl
2020.0,572000000,FY,2020-11-10,1385157,xbrl
2021.0,572000000,FY,2021-11-09,1385157,xbrl
2020.0,539000000,FY,2020-11-10,1385157,xbrl
2021.0,539000000,FY,2021-11-09,1385157,xbrl
2022.0,539000000,FY,2022-11-15,1385157,xbrl
2021.0,612000000,FY,2021-11-09,1385157,xbrl
2022.0,612000000,FY,2022-11-15,1385157,xbrl
2023.0,612000000,FY,2023-11-13,1385157,xbrl
2022.0,610000000,FY,2022-11-15,1385157,xbrl
2023.0,610000000,FY,2023-11-13,1385157,xbrl
2023.0,593000000,FY,2023-11-13,1385157,xbrl
2013.0,63577000,FY,2014-03-03,1262039,xbrl
2013.0,19667000,Q1,2013-05-08,1262039,xbrl
2013.0,40055000,Q2,2013-08-06,1262039,xbrl
2013.0,20388000,Q2,2013-08-06,1262039,xbrl
2013.0,60553000,Q3,2013-11-05,1262039,xbrl
2013.0,20498000,Q3,2013-11-05,1262039,xbrl
2013.0,81078000,FY,2014-03-03,1262039,xbrl
2014.0,81078000,FY,2015-03-02,1262039,xbrl
2013.0,23334000,Q1,2013-05-08,1262039,xbrl
2014.0,23334000,Q1,2014-05-07,1262039,xbrl
2013.0,48492000,Q2,2013-08-06,1262039,xbrl
2014.0,48492000,Q2,2014-08-05,1262039,xbrl
2013.0,25158000,Q2,2013-08-06,1262039,xbrl
2014.0,25158000,Q2,2014-08-05,1262039,xbrl
2013.0,74913000,Q3,2013-11-05,1262039,xbrl
2014.0,74913000,Q3,2014-11-06,1262039,xbrl
2013.0,26421000,Q3,2013-11-05,1262039,xbrl
2014.0,26421000,Q3,2014-11-06,1262039,xbrl
2013.0,102660000,FY,2014-03-03,1262039,xbrl
2014.0,102660000,FY,2015-03-02,1262039,xbrl
2015.0,102660000,FY,2016-02-26,1262039,xbrl
2014.0,29055000,Q1,2014-05-07,1262039,xbrl
2015.0,29055000,Q1,2015-05-01,1262039,xbrl
2014.0,58993000,Q2,2014-08-05,1262039,xbrl
2015.0,58993000,Q2,2015-08-04,1262039,xbrl
2014.0,29938000,Q2,2014-08-05,1262039,xbrl
2015.0,29938000,Q2,2015-08-04,1262039,xbrl
2014.0,89783000,Q3,2014-11-06,1262039,xbrl
2015.0,89783000,Q3,2015-11-09,1262039,xbrl
2014.0,30790000,Q3,2014-11-06,1262039,xbrl
2015.0,30790000,Q3,2015-11-09,1262039,xbrl
2014.0,122880000,FY,2015-03-02,1262039,xbrl
2015.0,122880000,FY,2016-02-26,1262039,xbrl
2016.0,122880000,FY,2017-03-01,1262039,xbrl
2015.0,35816000,Q1,2015-05-01,1262039,xbrl
2016.0,35816000,Q1,2016-05-06,1262039,xbrl
2015.0,73205000,Q2,2015-08-04,1262039,xbrl
2016.0,73205000,Q2,2016-08-05,1262039,xbrl
2015.0,37389000,Q2,2015-08-04,1262039,xbrl
2016.0,37389000,Q2,2016-08-05,1262039,xbrl
2015.0,115315000,Q3,2015-11-09,1262039,xbrl
2016.0,115315000,Q3,2016-11-08,1262039,xbrl
2015.0,42110000,Q3,2015-11-09,1262039,xbrl
2016.0,42110000,Q3,2016-11-08,1262039,xbrl
